DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2019-Q4,135.32,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2020-Q1,134.30,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2020-Q2,134.15,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2020-Q3,134.55,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2020-Q4,136.28,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2021-Q1,138.34,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2021-Q2,141.65,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2021-Q3,148.81,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2021-Q4,155.10,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2022-Q1,159.07,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2022-Q2,161.89,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2022-Q3,166.47,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2022-Q4,168.41,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2023-Q1,167.16,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2023-Q2,166.30,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2023-Q3,168.79,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2023-Q4,173.69,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2024-Q1,177.70,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2024-Q2,180.34,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2024-Q3,185.50,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2024-Q4,189.97,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2025-Q1,191.83,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2025-Q2,194.34,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Ireland,2025-Q3,199.46,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2019-Q4,98.50,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2020-Q1,99.40,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2020-Q2,102.40,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2020-Q3,99.80,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2020-Q4,100.00,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2021-Q1,101.10,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2021-Q2,102.80,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2021-Q3,103.90,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2021-Q4,104.00,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2022-Q1,105.70,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2022-Q2,108.10,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2022-Q3,106.90,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2022-Q4,106.80,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2023-Q1,106.80,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2023-Q2,108.80,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2023-Q3,108.70,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2023-Q4,108.70,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2024-Q1,108.50,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2024-Q2,112.00,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2024-Q3,112.80,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2024-Q4,113.50,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2025-Q1,113.30,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2025-Q2,116.40,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Italy,2025-Q3,117.10,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2019-Q4,133.77,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2020-Q1,137.26,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2020-Q2,140.25,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2020-Q3,140.85,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2020-Q4,146.35,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2021-Q1,153.69,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2021-Q2,158.87,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2021-Q3,167.44,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2021-Q4,175.36,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2022-Q1,183.12,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2022-Q2,193.91,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2022-Q3,199.70,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2022-Q4,203.46,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2023-Q1,207.18,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2023-Q2,212.05,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2023-Q3,217.15,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2023-Q4,220.40,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2024-Q1,227.70,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2024-Q2,234.01,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2024-Q3,236.40,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2024-Q4,241.98,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2025-Q1,247.69,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2025-Q2,254.53,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Lithuania,2025-Q3,262.01,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2019-Q4,137.19,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2020-Q1,142.67,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2020-Q2,148.74,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2020-Q3,152.97,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2020-Q4,160.08,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2021-Q1,167.17,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2021-Q2,168.74,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2021-Q3,173.22,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2021-Q4,179.48,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2022-Q1,184.34,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2022-Q2,188.40,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2022-Q3,192.30,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2022-Q4,189.35,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2023-Q1,181.20,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2023-Q2,177.25,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2023-Q3,165.52,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2023-Q4,161.96,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2024-Q1,160.90,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2024-Q2,162.41,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2024-Q3,162.44,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2024-Q4,164.25,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2025-Q1,162.54,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2025-Q2,169.75,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Luxembourg,2025-Q3,164.42,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2019-Q4,144.69,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2020-Q1,145.77,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2020-Q2,142.30,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2020-Q3,147.08,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2020-Q4,147.92,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2021-Q1,149.97,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2021-Q2,159.51,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2021-Q3,165.31,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2021-Q4,171.79,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2022-Q1,176.06,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2022-Q2,185.56,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2022-Q3,187.79,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2022-Q4,186.61,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2023-Q1,186.40,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2023-Q2,195.54,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2023-Q3,193.46,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2023-Q4,188.14,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2024-Q1,193.14,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2024-Q2,196.94,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2024-Q3,203.62,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2024-Q4,201.90,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2025-Q1,203.64,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2025-Q2,209.67,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Latvia,2025-Q3,220.67,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2019-Q4,130.86,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2020-Q1,125.06,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2020-Q2,127.57,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2020-Q3,129.81,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2020-Q4,133.01,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2021-Q1,130.82,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2021-Q2,134.42,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2021-Q3,137.52,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2021-Q4,138.99,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2022-Q1,139.69,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2022-Q2,144.63,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2022-Q3,146.23,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2022-Q4,147.24,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2023-Q1,149.89,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2023-Q2,152.24,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2023-Q3,154.51,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2023-Q4,157.05,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2024-Q1,159.98,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2024-Q2,162.74,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2024-Q3,165.26,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2024-Q4,166.96,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2025-Q1,169.36,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2025-Q2,171.84,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Malta,2025-Q3,174.63,p,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2019-Q4,136.54,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2020-Q1,139.30,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2020-Q2,142.60,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2020-Q3,146.00,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2020-Q4,148.37,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2021-Q1,153.72,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2021-Q2,160.55,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2021-Q3,169.59,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2021-Q4,175.90,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2022-Q1,182.94,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2022-Q2,188.58,,
ESTAT:PRC_HPI_Q(1.0),09/01/26 11:00:00,Quarterly,Total,"Quarterly index, 2015=100",Netherlands,2022-Q3,189.95,,
